sourceRowId,electionId,mergeStatus,targetPath,sourceCandidateName,proposedCandidateName,recommendedNextStep
election-source-00010-general-election-2016-count-details:row:23,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/37/candidates/11/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:3744,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/36/candidates/7/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:3745,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/36/candidates/7/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:3746,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/36/candidates/7/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:3747,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/36/candidates/7/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:3748,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/36/candidates/7/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:3986,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/20/candidates/8/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:3987,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/20/candidates/8/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:3988,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/20/candidates/8/counts/6,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:3989,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/20/candidates/8/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:3990,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/20/candidates/8/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:3991,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/20/candidates/8/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:3992,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/20/candidates/8/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4008,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/7,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4009,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/8,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4010,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/9,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4011,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/10,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4012,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4013,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/11,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4014,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4015,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4016,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4017,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/12,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4018,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4019,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4020,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/8/candidates/15/counts/6,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4108,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/1/candidates/1/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4109,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/1/candidates/1/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4110,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/1/candidates/1/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4111,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/1/candidates/1/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4112,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/1/candidates/1/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4113,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/1/candidates/1/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4114,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/1/candidates/1/counts/6,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4115,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/1/candidates/1/counts/7,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4116,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/1/candidates/1/counts/8,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4117,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/1/candidates/1/counts/9,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4118,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4119,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4120,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4121,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/8,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4122,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4123,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4124,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/9,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4125,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/10,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4126,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4127,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/6,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4128,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/11,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4129,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/7,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4130,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/12,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4131,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/21/candidates/0/counts/13,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4132,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/24/candidates/2/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4133,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/24/candidates/2/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4134,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/24/candidates/2/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4135,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/24/candidates/2/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4136,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/24/candidates/2/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4137,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/24/candidates/2/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4149,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4150,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4151,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4152,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/6,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4153,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/10,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4154,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/7,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4155,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4156,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4157,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4158,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/8,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4159,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/9,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4189,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4190,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4191,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4192,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4193,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/8,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4194,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4195,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/9,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4196,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4197,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/6,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4198,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/7,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4199,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/10,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4200,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/11,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4201,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/12,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4202,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/13,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:4203,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/14,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:5226,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/8,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:5227,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/9,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:5228,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/10,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:5229,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:5230,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:5231,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/6,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:5232,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:5233,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:5234,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:5235,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/7,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:5236,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00010-general-election-2016-count-details:row:5237,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/11,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1089,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1090,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1091,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1092,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1093,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1094,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1095,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/6,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1096,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/7,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1097,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/8,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1399,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1400,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1401,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1402,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/3,,,Use as evidence for approval; do not merge automatically.
