id,sourceRowNumber,roiGroup,groupTitle,provider,organisation,category,title,cleanTitle,slugOrId,jurisdiction,topic,featureUnit,formats,isSpatial,isLargeOrSpecial,proposedAction,proposedPlacement,proposedRuntime,confidence,currentProviderUrl,waybackUrl,internetArchiveStatus,canonicalSourcePolicy,bestExistingMatchType,bestExistingMatchId,bestExistingMatchTitle,bestExistingMatchScore,bestExistingMatchStillPresent,allMatchEvidence,resolvedBlockers,residualBlockers,residualBlockerCount,cleanedRecommendation,geographyRecommendation,comparabilityRecommendation,sourcePlacement,sourceProvenanceDraft,approvalState,publicationState,runtimeDesired,runtimeConversion
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:davagh-dark-skies-boundary1:00169,170,4. Open Data NI boundary and statistical-geography files,Open Data NI boundary and statistical-geography files,Open Data NI,Mid Ulster District Council,spatial,Davagh Dark Skies Boundary,Davagh Dark Skies Boundary,davagh-dark-skies-boundary1,Northern Ireland,boundary,features,CSV|GEOJSON|HTML|JSON|KML|SHP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/davagh-dark-skies-boundary1,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/davagh-dark-skies-boundary1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",geography-crosswalk-and-versioning: needs exact geography crosswalk,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,"Mid Ulster District Council | Davagh Dark Skies Boundary | formats: CSV, GEOJSON, HTML, JSON, KML, SHP | current URL: https://admin.opendatani.gov.uk/dataset/davagh-dark-skies-boundary1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:mid-ulster-council-townlands2:00170,171,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Open Data NI,Mid Ulster District Council,spatial,Mid Ulster Council Townlands,Mid Ulster Council Townlands,mid-ulster-council-townlands2,Northern Ireland,boundary,townlands,CSV|GEOJSON|HTML|JSON|KML|SHP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/mid-ulster-council-townlands2,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/mid-ulster-council-townlands2,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | geography-crosswalk-and-versioning: geography family inferred | geography-matching: geography family inferred | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",,0,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,Match to canonical townland generation/version; retain provider/source version as a variant if geometry differs.,,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,"Mid Ulster District Council | Mid Ulster Council Townlands | formats: CSV, GEOJSON, HTML, JSON, KML, SHP | current URL: https://admin.opendatani.gov.uk/dataset/mid-ulster-council-townlands2 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-open-data-50k-boundaries-ni-counties:00171,172,4. Open Data NI boundary and statistical-geography files,Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,spatial,OSNI Open Data - 50K Boundaries - NI Counties,OSNI Open Data - 50K Boundaries - NI Counties,osni-open-data-50k-boundaries-ni-counties,Northern Ireland,boundary,features,CSV|GEOJSON|KML|ZIP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-ni-counties,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-ni-counties,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",geography-crosswalk-and-versioning: needs exact geography crosswalk,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Land & Property Services – Ordnance Survey of Northern Ireland | OSNI Open Data - 50K Boundaries - NI Counties | formats: CSV, GEOJSON, KML, ZIP | current URL: https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-ni-counties | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-open-data-50k-boundaries-ni-outline:00172,173,4. Open Data NI boundary and statistical-geography files,Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,spatial,OSNI Open Data - 50K Boundaries - NI Outline,OSNI Open Data - 50K Boundaries - NI Outline,osni-open-data-50k-boundaries-ni-outline,Northern Ireland,boundary,features,CSV|GEOJSON|KML|ZIP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-ni-outline,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-ni-outline,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",geography-crosswalk-and-versioning: needs exact geography crosswalk,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Land & Property Services – Ordnance Survey of Northern Ireland | OSNI Open Data - 50K Boundaries - NI Outline | formats: CSV, GEOJSON, KML, ZIP | current URL: https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-ni-outline | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-open-data-largescale-boundaries-ni-outline:00173,174,4. Open Data NI boundary and statistical-geography files,Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,spatial,OSNI Open Data - Largescale Boundaries - NI Outline,OSNI Open Data - Largescale Boundaries - NI Outline,osni-open-data-largescale-boundaries-ni-outline,Northern Ireland,boundary,features,CSV|GEOJSON|KML|ZIP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/osni-open-data-largescale-boundaries-ni-outline,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-open-data-largescale-boundaries-ni-outline,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",geography-crosswalk-and-versioning: needs exact geography crosswalk,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Land & Property Services – Ordnance Survey of Northern Ireland | OSNI Open Data - Largescale Boundaries - NI Outline | formats: CSV, GEOJSON, KML, ZIP | current URL: https://admin.opendatani.gov.uk/dataset/osni-open-data-largescale-boundaries-ni-outline | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:admin-boundaries-national-250k-map-of-ireland1:00174,175,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Admin Boundaries - National 250K Map Of Ireland,Admin Boundaries - National 250K Map Of Ireland,admin-boundaries-national-250k-map-of-ireland1,Republic of Ireland,boundary,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/admin-boundaries-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/admin-boundaries-national-250k-map-of-ireland1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Admin Boundaries - National 250K Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/admin-boundaries-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:admin-boundary-areas-national-250k-map-of-ireland1:00175,176,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Admin Boundary Areas - National 250K Map Of Ireland,Admin Boundary Areas - National 250K Map Of Ireland,admin-boundary-areas-national-250k-map-of-ireland1,Republic of Ireland,boundary,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/admin-boundary-areas-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/admin-boundary-areas-national-250k-map-of-ireland1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Admin Boundary Areas - National 250K Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/admin-boundary-areas-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:boundaries-seawater-area-national-250k-map-of-ireland1:00176,177,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Boundaries Seawater Area - National 250K Map Of Ireland,Boundaries Seawater Area - National 250K Map Of Ireland,boundaries-seawater-area-national-250k-map-of-ireland1,Republic of Ireland,boundary,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/boundaries-seawater-area-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/boundaries-seawater-area-national-250k-map-of-ireland1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Boundaries Seawater Area - National 250K Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/boundaries-seawater-area-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:boundaries-seawater-line-national-1m-map-of-ireland1:00177,178,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Boundaries Seawater Line - National 1m Map Of Ireland,Boundaries Seawater Line - National 1m Map Of Ireland,boundaries-seawater-line-national-1m-map-of-ireland1,Republic of Ireland,boundary,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/boundaries-seawater-line-national-1m-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/boundaries-seawater-line-national-1m-map-of-ireland1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Boundaries Seawater Line - National 1m Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/boundaries-seawater-line-national-1m-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:counties-national-statutory-boundaries-2019-generalised-20m1:00178,179,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Counties - National Statutory Boundaries - 2019 - Generalised 20m,Counties - National Statutory Boundaries - 2019 - Generalised 20m,counties-national-statutory-boundaries-2019-generalised-20m1,Republic of Ireland,boundary,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/counties-national-statutory-boundaries-2019-generalised-20m1,https://web.archive.org/web/*/https://data.gov.ie/dataset/counties-national-statutory-boundaries-2019-generalised-20m1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Counties - National Statutory Boundaries - 2019 - Generalised 20m | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/counties-national-statutory-boundaries-2019-generalised-20m1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:counties-national-statutory-boundaries-ungeneralised-20241:00179,180,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Counties - National Statutory Boundaries - Ungeneralised - 2024,Counties - National Statutory Boundaries - Ungeneralised - 2024,counties-national-statutory-boundaries-ungeneralised-20241,Republic of Ireland,boundary,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/counties-national-statutory-boundaries-ungeneralised-20241,https://web.archive.org/web/*/https://data.gov.ie/dataset/counties-national-statutory-boundaries-ungeneralised-20241,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Counties - National Statutory Boundaries - Ungeneralised - 2024 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/counties-national-statutory-boundaries-ungeneralised-20241 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:counties-national-statutory-boundaries-ungeneralised-2026:00180,181,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Counties -National Statutory Boundaries - Ungeneralised 2026,Counties -National Statutory Boundaries - Ungeneralised 2026,counties-national-statutory-boundaries-ungeneralised-2026,Republic of Ireland,boundary,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/counties-national-statutory-boundaries-ungeneralised-2026,https://web.archive.org/web/*/https://data.gov.ie/dataset/counties-national-statutory-boundaries-ungeneralised-2026,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Counties -National Statutory Boundaries - Ungeneralised 2026 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/counties-national-statutory-boundaries-ungeneralised-2026 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-urban-areas-national-statistical-boundaries-2022-generalised-20m1:00181,182,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,CSO Urban Areas - National Statistical Boundaries - 2022 - Generalised 20m,CSO Urban Areas - National Statistical Boundaries - 2022 - Generalised 20m,cso-urban-areas-national-statistical-boundaries-2022-generalised-20m1,Republic of Ireland,boundary,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/cso-urban-areas-national-statistical-boundaries-2022-generalised-20m1,https://web.archive.org/web/*/https://data.gov.ie/dataset/cso-urban-areas-national-statistical-boundaries-2022-generalised-20m1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | CSO Urban Areas - National Statistical Boundaries - 2022 - Generalised 20m | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/cso-urban-areas-national-statistical-boundaries-2022-generalised-20m1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-urban-areas-national-statistical-boundaries-2022-ungeneralised1:00182,183,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,CSO Urban Areas - National Statistical Boundaries - 2022 - Ungeneralised,CSO Urban Areas - National Statistical Boundaries - 2022 - Ungeneralised,cso-urban-areas-national-statistical-boundaries-2022-ungeneralised1,Republic of Ireland,boundary,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/cso-urban-areas-national-statistical-boundaries-2022-ungeneralised1,https://web.archive.org/web/*/https://data.gov.ie/dataset/cso-urban-areas-national-statistical-boundaries-2022-ungeneralised1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | CSO Urban Areas - National Statistical Boundaries - 2022 - Ungeneralised | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/cso-urban-areas-national-statistical-boundaries-2022-ungeneralised1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:local-authorities-national-statutory-boundaries-ungeneralised-20241:00183,184,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Local Authorities  - National Statutory Boundaries - Ungeneralised - 2024,Local Authorities - National Statutory Boundaries - Ungeneralised - 2024,local-authorities-national-statutory-boundaries-ungeneralised-20241,Republic of Ireland,boundary,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/local-authorities-national-statutory-boundaries-ungeneralised-20241,https://web.archive.org/web/*/https://data.gov.ie/dataset/local-authorities-national-statutory-boundaries-ungeneralised-20241,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Local Authorities - National Statutory Boundaries - Ungeneralised - 2024 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/local-authorities-national-statutory-boundaries-ungeneralised-20241 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
