id,sourceRowNumber,roiGroup,groupTitle,provider,organisation,category,title,cleanTitle,slugOrId,jurisdiction,topic,featureUnit,formats,isSpatial,isLargeOrSpecial,proposedAction,proposedPlacement,proposedRuntime,confidence,currentProviderUrl,waybackUrl,internetArchiveStatus,canonicalSourcePolicy,bestExistingMatchType,bestExistingMatchId,bestExistingMatchTitle,bestExistingMatchScore,bestExistingMatchStillPresent,allMatchEvidence,resolvedBlockers,residualBlockers,residualBlockerCount,cleanedRecommendation,geographyRecommendation,comparabilityRecommendation,sourcePlacement,sourceProvenanceDraft,approvalState,publicationState,runtimeDesired,runtimeConversion
medium-prep:5-local-authority-planning-property-open-data-layers:other-community-facilities6:00650,651,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Roscommon County Council,spatial,Other Community Facilities,Other Community Facilities,other-community-facilities6,Ireland / unspecified,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/other-community-facilities6,https://web.archive.org/web/*/https://data.gov.ie/dataset/other-community-facilities6,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | large-or-special-format-review: size/format decision remains before runtime publication,2,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Roscommon County Council | Other Community Facilities | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/other-community-facilities6 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:5-local-authority-planning-property-open-data-layers:other-education1:00651,652,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,spatial,Other Education,Other Education,other-education1,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/other-education1,https://web.archive.org/web/*/https://data.gov.ie/dataset/other-education1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"South Dublin County Council | Other Education | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/other-education1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:trim-trails-dlr:00652,653,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Dún Laoghaire-Rathdown County Council,spatial,Outdoor Gyms DLR,Outdoor Gyms DLR,trim-trails-dlr,Northern Ireland,source-data,features,CSV|DB_TABLE|GEOJSON|WMS|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/trim-trails-dlr,https://web.archive.org/web/*/https://data.gov.ie/dataset/trim-trails-dlr,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Dún Laoghaire-Rathdown County Council | Outdoor Gyms DLR | formats: CSV, DB_TABLE, GEOJSON, WMS, ZIP | current URL: https://data.gov.ie/dataset/trim-trails-dlr | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:parking-fines-2025-sdcc:00653,654,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,spatial,Parking Fines 2025 SDCC,Parking Fines 2025 SDCC,parking-fines-2025-sdcc,Republic of Ireland,transport-public-asset,parking assets,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/parking-fines-2025-sdcc,https://web.archive.org/web/*/https://data.gov.ie/dataset/parking-fines-2025-sdcc,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"South Dublin County Council | Parking Fines 2025 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/parking-fines-2025-sdcc | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:parking-meters-dlr:00654,655,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Dún Laoghaire-Rathdown County Council,spatial,"Parking Meters, Signs & Runs DLR","Parking Meters, Signs & Runs DLR",parking-meters-dlr,Northern Ireland,transport-public-asset,parking assets,CSV|GEOJSON,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/parking-meters-dlr,https://web.archive.org/web/*/https://data.gov.ie/dataset/parking-meters-dlr,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,"Dún Laoghaire-Rathdown County Council | Parking Meters, Signs & Runs DLR | formats: CSV, GEOJSON | current URL: https://data.gov.ie/dataset/parking-meters-dlr | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:parks-sdcc1:00655,656,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,spatial,Parks SDCC,Parks SDCC,parks-sdcc1,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/parks-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/parks-sdcc1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"South Dublin County Council | Parks SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/parks-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:pavilions-sdcc1:00656,657,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,spatial,Pavilions SDCC,Pavilions SDCC,pavilions-sdcc1,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/pavilions-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/pavilions-sdcc1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"South Dublin County Council | Pavilions SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/pavilions-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:pay-and-display-meter-locations-fcc2:00657,658,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Fingal County Council,spatial,Pay and Display Meter Locations FCC,Pay and Display Meter Locations FCC,pay-and-display-meter-locations-fcc2,Ireland / unspecified,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/pay-and-display-meter-locations-fcc2,https://web.archive.org/web/*/https://data.gov.ie/dataset/pay-and-display-meter-locations-fcc2,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Fingal County Council | Pay and Display Meter Locations FCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/pay-and-display-meter-locations-fcc2 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:pedestrian-crossings-fcc:00658,659,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Fingal County Council,spatial,Pedestrian Crossings FCC,Pedestrian Crossings FCC,pedestrian-crossings-fcc,Ireland / unspecified,transport-public-asset,road features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/pedestrian-crossings-fcc,https://web.archive.org/web/*/https://data.gov.ie/dataset/pedestrian-crossings-fcc,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Fingal County Council | Pedestrian Crossings FCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/pedestrian-crossings-fcc | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:pedestrian-footfall-dlr:00659,660,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Dún Laoghaire-Rathdown County Council,spatial,Pedestrian Footfall DLR,Pedestrian Footfall DLR,pedestrian-footfall-dlr,Northern Ireland,source-data,features,CSV|GEOJSON,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/pedestrian-footfall-dlr,https://web.archive.org/web/*/https://data.gov.ie/dataset/pedestrian-footfall-dlr,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,"Dún Laoghaire-Rathdown County Council | Pedestrian Footfall DLR | formats: CSV, GEOJSON | current URL: https://data.gov.ie/dataset/pedestrian-footfall-dlr | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:piers-and-harbours-of-galway-county1:00660,661,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Galway County Council,spatial,Piers and Harbours of Galway County,Piers and Harbours of Galway County,piers-and-harbours-of-galway-county1,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/piers-and-harbours-of-galway-county1,https://web.archive.org/web/*/https://data.gov.ie/dataset/piers-and-harbours-of-galway-county1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Galway County Council | Piers and Harbours of Galway County | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/piers-and-harbours-of-galway-county1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:places-of-worship-dlr:00661,662,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Dún Laoghaire-Rathdown County Council,spatial,Places of Worship DLR,Places of Worship DLR,places-of-worship-dlr,Northern Ireland,source-data,features,CSV|GEOJSON|SHP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/places-of-worship-dlr,https://web.archive.org/web/*/https://data.gov.ie/dataset/places-of-worship-dlr,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,"Dún Laoghaire-Rathdown County Council | Places of Worship DLR | formats: CSV, GEOJSON, SHP | current URL: https://data.gov.ie/dataset/places-of-worship-dlr | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:playgrounds-roscommon5:00662,663,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Roscommon County Council,spatial,Playgrounds - Roscommon,Playgrounds - Roscommon,playgrounds-roscommon5,Ireland / unspecified,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/playgrounds-roscommon5,https://web.archive.org/web/*/https://data.gov.ie/dataset/playgrounds-roscommon5,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | large-or-special-format-review: size/format decision remains before runtime publication,2,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Roscommon County Council | Playgrounds - Roscommon | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/playgrounds-roscommon5 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:5-local-authority-planning-property-open-data-layers:playgrounds-dlr:00663,664,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Dún Laoghaire-Rathdown County Council,spatial,Playgrounds DLR,Playgrounds DLR,playgrounds-dlr,Northern Ireland,source-data,features,CSV|DB_TABLE|GEOJSON|WMS|ZIP,true,false,enrich-existing-source,Existing Browse/Books/Tables source metadata,[object Object],50,https://data.gov.ie/dataset/playgrounds-dlr,https://web.archive.org/web/*/https://data.gov.ie/dataset/playgrounds-dlr,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"already-on-site-exact-or-strong-match: publication policy assigned | large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",,0,Do not publish as new; enrich existing record only if source/provenance is missing.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Dún Laoghaire-Rathdown County Council | Playgrounds DLR | formats: CSV, DB_TABLE, GEOJSON, WMS, ZIP | current URL: https://data.gov.ie/dataset/playgrounds-dlr | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:playgrounds-sdcc1:00664,665,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,spatial,Playgrounds SDCC,Playgrounds SDCC,playgrounds-sdcc1,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/playgrounds-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/playgrounds-sdcc1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"South Dublin County Council | Playgrounds SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/playgrounds-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:playing-pitches-fcc4:00665,666,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Fingal County Council,spatial,Playing Pitches FCC,Playing Pitches FCC,playing-pitches-fcc4,Ireland / unspecified,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/playing-pitches-fcc4,https://web.archive.org/web/*/https://data.gov.ie/dataset/playing-pitches-fcc4,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Fingal County Council | Playing Pitches FCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/playing-pitches-fcc4 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:point-data:00666,667,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Monaghan County Council,spatial,Point Data,Point Data,point-data,Ireland / unspecified,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/point-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/point-data,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Monaghan County Council | Point Data | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/point-data | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:polygon-data:00667,668,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Monaghan County Council,spatial,Polygon Data,Polygon Data,polygon-data,Ireland / unspecified,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/polygon-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/polygon-data,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Monaghan County Council | Polygon Data | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/polygon-data | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:5-local-authority-planning-property-open-data-layers:polyline-data:00668,669,5. Local authority planning/property/open-data layers,Local authority planning/property/open-data layers,data.gov.ie,Monaghan County Council,spatial,Polyline Data,Polyline Data,polyline-data,Ireland / unspecified,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,local-authority-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/polyline-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/polyline-data,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Monaghan County Council | Polyline Data | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/polyline-data | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
